Player,Team,Position,Age,Market value,Contract expires,Matches played,Minutes played,Goals,xG,Assists,xA,Birth country,Passport country,Foot,Height,Weight,On loan,Succ. def. per 90,Def duels per 90,Def duels won %,Aerial duels per 90,Aerial duels won %,Sliding tackles per 90,PAdj Sliding tackles,Shots blocked per 90,Interceptions per 90,PAdj Interceptions,Fouls per 90,Yellow cards,Yellow cards per 90,Red cards,Red cards per 90,Succ. att. actions,Goals per 90,Non-penalty goals,Non-penalty goals per 90,xG per 90,Head goals total,Head goals per 90,Shots total,Shots per 90,Shots on target %,"Goal conv., %",Assists per 90,Crosses per 90,"Crosses, %",Crosses from left per 90,"Crosses from left, %",Crosses from right per 90,"Crosses from right, %",Crosses to goalie box per 90,Dribbles per 90,Dribbles succ. %,Off duels per 90,Off duels won %,Touches in box per 90,Progressive runs per 90,Passes per 90,Passes acc. %,Fwd passes per 90,Fwd passes acc. %,Back passes per 90,Back passes acc. %,Lat passes per 90,Lat passes acc. %,Sh/m passes per 90,Sh/m passes acc. %,Lng passes per 90,Lng passes acc. %,"Avg pass length, m","Avg lng pass length, m",xA per 90,Second assists per 90,Third assists per 90,Smt passes per 90,Smt passes acc. %,Key passes per 90,Final 3rd passes per 90,Final 3rd passes acc. %,Passes to penalty area per 90,Passes to penalty area acc. %,Thru passes per 90,Thru passes acc. %,Deep completions per 90,Deep completed crosses per 90,Progressive passes per 90,"Accurate progressive passes, %",Goals total,Goals per 90,Shots total,Shots per 90,Clean sheets,Save %,xG against,xG against per 90,Back passes to GK per 90,Exits per 90,Punches per 90,"Punches, %",Claims per 90,Claim/punch ratio,Aerial duels per 90,Aerial duels won %,FKs per 90,DFKs per 90,DFKs on target %,Corners per 90,Penalties taken,Penalty conversion %,League
L. Gerson,IFK Norrköping,LB,30,725000,2020-12-31,11,999,2,1.43,1,0.63,Luxembourg,"Luxembourg, Norway",right,187,78,no,10.72,8.29,60.87,2.7,56.67,0.36,0.45,0.18,5.32,6.63,1.35,4,0.36,0,0,1.62,0.18,1,0.09,0.13,0,0,7,0.63,42.86,28.571,0.09,2.25,32,1.8,30,0.45,40,0.09,0.36,50,1.89,38.1,1.17,0.9,55.23,84.5,18.74,76.92,6.85,92.11,21.8,86.36,49.01,89.71,3.96,50,17.88,28.23,0.06,0,0.18,0.99,45.45,0.18,6.04,67.16,2.88,43.75,1.08,41.67,0.81,0.72,9.37,76.92,0,,0,,0,0,0,0,1.89,,,,,,,,0,0,0,0.18,1,100,Swedish First Division
M. Svensson,Helsingborg,"LW, LAMF",22,725000,2021-11-30,13,1080,2,0.9,0,1.45,Sweden,Sweden,right,176,68,no,6.42,5.75,60.87,3,36.11,0.17,0.19,0,2.75,3.07,0.42,1,0.08,0,0,4.17,0.17,2,0.17,0.08,0,0,18,1.5,27.78,11.111,0,2.5,43.33,2.33,42.86,0.17,50,0.42,5.08,50.82,8.33,49,1.33,1.5,23,70.65,6.58,48.1,5.92,94.37,7.67,72.83,18.25,77.17,2.83,50,22.03,32.75,0.12,0,0,0.58,14.29,0.5,3,52.78,2.58,48.39,0.75,0,0.67,0.92,4.25,66.67,0,,0,,0,0,0,0,0.25,,,,,,,,0.08,0,0,0.5,0,0,Swedish First Division
C. Edwards,Djurgården,"AMF, LDMF, RAMF",26,725000,2022-12-31,9,554,0,0.53,0,0.24,England,England,right,183,70,no,7.47,8.29,52.94,5.36,48.48,0.32,0.5,0.16,2.76,4.29,1.3,0,0,0,0,1.3,0,0,0,0.09,0,0,9,1.46,33.33,0,0,1.3,25,0.32,50,0.97,16.67,0.16,0.97,33.33,5.04,48.39,2.27,0.81,51.17,85.4,11.53,84.51,10.4,90.63,21.12,86.15,45.65,88.97,4.39,62.96,18.95,48.32,0.04,0,0,0.32,50,0.16,6.82,83.33,2.11,38.46,0.49,0,0.32,0.32,5.69,88.57,0,,0,,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,Swedish First Division
P. Karlsson,,"CB, RCB",34,725000,,10,709,0,0,0,0.1,Sweden,Sweden,right,187,80,no,13.07,8.12,67.19,4.57,61.11,0.63,0.96,1.02,6.98,10.51,0.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.38,33.33,0.13,0.25,50.14,89.11,15.87,72,1.9,100,29.83,97.45,45.19,92.7,4.95,56.41,22.84,30.96,0.01,0,0,0,0,0,4.19,66.67,0.25,100,0.25,100,0.25,0,6.22,65.31,0,,0,,0,0,0,0,1.27,,,,,,,,0,0,0,0,0,0,Swedish First Division
S. Ingelsson,Kalmar,"RCMF, RCMF3, CF",22,725000,2020-09-01,13,1220,1,1.76,2,4.35,Sweden,Sweden,left,189,83,yes,7.3,6.27,49.41,5.09,46.38,0.66,0.74,0.22,3.54,3.92,1.7,1,0.07,0,0,3.25,0.07,1,0.07,0.13,0,0,18,1.33,22.22,5.556,0.15,2.51,32.35,1.55,38.1,0.96,23.08,0.22,3.32,57.78,7.01,45.26,2.07,1.4,29.21,68.69,11.95,56.79,4.28,89.66,8.78,73.11,21.76,79.32,5.24,38.03,21.51,38.09,0.32,0.07,0.15,0.96,23.08,0.44,7.01,53.68,3.91,41.51,1.62,22.73,1.11,0.96,6.49,77.27,0,,0,,0,0,0,0,0.15,,,,,,,,0.15,0,0,3.76,0,0,Swedish First Division
M. Fenger,Hammarby,LCB,29,725000,2023-11-30,12,1143,1,1.16,0,0,Denmark,Denmark,right,185,82,no,8.11,4.49,68.42,3.23,73.17,0.47,0.61,0.39,4.57,5.94,0.79,3,0.24,0,0,0.55,0.08,1,0.08,0.09,0,0,5,0.39,60,20,0,0.08,0,0.08,0,0,0,0,0.39,40,0.79,60,0.71,2.52,59.76,91.57,25.2,85,2.05,84.62,27.4,98.28,54.25,95.36,5.91,58.67,22.01,38.53,0,0,0,0.16,100,0,7.48,83.16,0.24,0,0.24,33.33,0.16,0.08,10.47,78.95,0,,0,,0,0,0,0,0.87,,,,,,,,0,0,0,0,0,0,Swedish First Division
D. Widgren,Hammarby,LB,26,725000,2022-06-30,12,1009,0,0.2,0,0.74,Sweden,Sweden,left,180,75,no,11.51,7.58,70.59,2.14,41.67,0.27,0.38,0.18,5.89,8.43,0.71,3,0.27,0,0,2.59,0,0,0,0.02,0,0,7,0.62,0,0,0,4.28,41.67,4.28,41.67,0,0,0.27,1.34,53.33,3.39,34.21,0.8,1.78,58.42,80.46,17.13,65.63,11.95,96.27,21.85,83.67,49.77,86.74,5.26,44.07,19.61,40.99,0.07,0.09,0.09,0.45,20,0.45,6.6,56.76,4.1,47.83,0.62,14.29,0.27,1.69,9.81,76.36,0,,0,,0,0,0,0,0.45,,,,,,,,0,0,0,0,0,0,Swedish First Division
G. Anestis,IFK Göteborg,GK,29,725000,2021-12-31,13,1264,0,0,0,0,Greece,Greece,right,198,90,no,1.28,0,0,0.43,83.33,0,0,0,1.28,1.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07,100,0,0.07,21.08,87.84,9.54,78.36,0,0,10.82,96.71,14.74,97.58,6.34,65.17,29.43,45.74,0,0,0,0,0,0,0.71,40,0.07,0,0.07,100,0.28,0,5.06,69.01,20,1.42,72,5.13,2,72.22,18.07,1.29,0,1.21,0.36,0,0.64,1.8,0.43,83.33,,,,0,0,0,Swedish First Division
A. Erlingmark,IFK Göteborg,"DMF, LCB, RDMF",22,725000,2021-12-31,11,1032,2,1.2,0,0,Sweden,Sweden,right,189,80,no,11.08,6.28,61.11,4.71,64.81,0.09,0.11,0.26,7.15,8.91,1.05,2,0.17,1,0.09,0.7,0.17,2,0.17,0.1,0,0,11,0.96,27.27,18.182,0,0.17,50,0,0,0.17,50,0,0.78,33.33,2.7,38.71,1.31,0.26,53.55,88.11,19.01,77.52,6.02,98.55,22.33,93.36,49.27,91.5,4.27,48.98,18.48,32.16,0,0,0,0.26,33.33,0,4.97,73.68,0.78,22.22,0.52,50,0.44,0.09,7.85,66.67,0,,0,,0,0,0,0,0.96,,,,,,,,0,0,0,0,0,0,Swedish First Division
A. Søderlund,Häcken,CF,33,725000,2021-12-31,7,534,5,3.57,0,0.23,Norway,Norway,right,187,86,no,2.53,2.19,53.85,8.26,38.78,0.17,0.21,0,1.18,1.46,1.85,1,0.17,0,0,1.52,0.84,5,0.84,0.6,0,0,14,2.36,42.86,35.714,0,0,0,0,0,0,0,0,1.18,28.57,7.75,26.09,3.88,0.34,14.33,71.76,3.03,66.67,3.03,88.89,3.54,61.9,14.33,71.76,0,0,12.55,0,0.04,0.17,0,0.67,25,0.17,0.67,75,1.35,62.5,0.67,25,1.01,0,1.35,87.5,0,,0,,0,0,0,0,0.17,,,,,,,,0.17,0.17,0,0,0,0,Swedish First Division
L. Wahlqvist,,RB,23,725000,,1,48,0,0.02,0,0.03,Sweden,Sweden,right,184,80,no,9.38,7.5,50,1.88,0,0,0,0,5.63,6.92,1.88,0,0,0,0,3.75,0,0,0,0.03,0,0,1,1.88,100,0,0,3.75,50,0,0,3.75,50,0,0,0,1.88,100,0,1.88,46.88,80,9.38,40,9.38,100,22.5,91.67,35.63,89.47,9.38,40,23.2,46.62,0.06,0,0,0,0,0,5.63,66.67,3.75,50,0,0,1.88,1.88,11.25,66.67,0,,0,,0,0,0,0,3.75,,,,,,,,1.88,0,0,0,0,0,Swedish First Division
L. Bengtsson,Häcken,"LAMF, LW",22,700000,2022-12-31,12,910,3,1.91,0,0.8,Sweden,Sweden,right,179,71,no,9.89,9.4,51.58,2.47,48,0.69,0.84,0.1,4.35,5.28,1.88,1,0.1,0,0,3.76,0.3,3,0.3,0.19,0,0,15,1.48,73.33,20,0,0.89,11.11,0.79,12.5,0.1,0,0,4.85,48.98,9.49,39.58,1.78,3.16,25.52,84.5,6.82,76.81,7.42,96,6.92,82.86,23.84,87.97,1.09,63.64,17.04,18.81,0.08,0,0,0.3,66.67,0.2,2.08,85.71,1.88,63.16,0.1,100,1.38,0.1,3.76,84.21,0,,0,,0,0,0,0,0.1,,,,,,,,0.3,0,0,0.69,0,0,Swedish First Division
J. Levi,IFK Norrköping,"RW, RAMF",24,700000,2021-12-31,10,653,2,1.01,4,2.96,Sweden,Sweden,left,185,75,no,7.86,4.96,63.89,1.24,33.33,0.41,0.52,0,4.27,5.41,0.55,1,0.14,0,0,5.51,0.28,2,0.28,0.14,0,0,21,2.89,28.57,9.524,0.55,2.76,45,0.96,57.14,1.79,38.46,1.38,6.89,42,11.72,38.82,2.76,1.38,35.83,74.23,10.34,68,5.1,94.59,12.68,77.17,31.01,78.22,2.48,55.56,17.83,28.55,0.41,0.14,0,2.07,26.67,0.83,5.93,72.09,4.27,45.16,2.21,25,1.93,1.38,7.44,83.33,0,,0,,0,0,0,0,0,,,,,,,,0.83,0,0,2.34,0,0,Swedish First Division
A. Calisir,IFK Göteborg,"LCB, RCB",30,650000,2021-06-30,6,491,0,0,0,0,Sweden,"Sweden, Armenia",right,180,74,no,8.25,7.88,58.14,4.95,59.26,0,0,0.37,3.67,4.69,1.83,1,0.18,0,0,0.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.37,50,1.65,44.44,0,2.02,65.44,89.64,22.73,78.23,3.12,94.12,35.01,96.86,57.19,93.91,8.62,59.57,23.05,36.03,0,0,0,0.18,100,0,6.97,63.16,0.55,0,0.18,0,0.37,0,9.53,75,0,,0,,0,0,0,0,2.2,,,,,,,,0,0,0,0,0,0,Swedish First Division
K. Sigþórsson,AIK,CF,30,650000,2021-12-31,5,216,0,0.65,0,0.29,Iceland,Iceland,right,187,87,no,5.42,2.92,71.43,12.5,43.33,0,0,0,3.33,5.45,1.25,0,0,0,0,0.83,0,0,0,0.27,0,0,3,1.25,0,0,0,1.25,0,0,0,1.25,0,0.42,2.08,40,15.42,32.43,4.58,1.25,25.83,79.03,4.17,80,7.08,88.24,7.08,82.35,24.58,83.05,0,0,16.17,0,0.12,0,0,0.83,0,0,1.67,75,0.42,0,0.42,0,1.25,0,1.25,100,0,,0,,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,Swedish First Division
P. Abrahamsson,Häcken,GK,32,650000,2023-11-30,12,1080,0,0,0,0,Sweden,Sweden,right,190,90,no,1.33,0,0,0.42,60,0,0,0,1.33,1.66,0,2,0.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08,100,0,0,16.17,87.11,9.5,78.95,0.08,100,5.08,100,10.33,99.19,5.83,65.71,32.15,47.25,0,0,0,0,0,0,0.92,63.64,0,0,0,0,0.08,0,5.33,68.75,10,0.83,42,3.5,6,76.19,10.83,0.9,0,1.58,0.58,28.57,0.58,1,0.42,60,,,,0,0,0,Swedish First Division
J. Berget,Malmö FF,"RAMF, RW, LW",29,650000,2022-12-31,10,647,5,2.51,1,1.12,Norway,Norway,right,186,81,no,7.79,6.54,57.45,2.78,45,0.14,0.19,0,3.89,5.19,1.11,1,0.14,0,0,3.62,0.7,4,0.56,0.35,0,0,16,2.23,37.5,31.25,0.14,4.73,20.59,0.7,20,4.03,20.69,0,2.36,52.94,6.96,52,5.7,1.39,38.25,65.82,9.18,43.94,7.37,90.57,12.94,79.57,31.99,73.04,1.95,57.14,19.15,26.79,0.16,0.14,0,1.81,30.77,0.14,4.17,56.67,3.62,30.77,1.39,40,1.81,0.7,5.98,72.09,0,,0,,0,0,0,0,0,,,,,,,,0,0,0,0,1,100,Swedish First Division
P. Dimitriadis,AIK,"LCB3, RCB3, DMF",33,650000,2020-12-31,3,46,0,0,0,0,Sweden,"Sweden, Greece",right,181,79,no,27.39,23.48,58.33,5.87,66.67,0,0,0,13.7,26.25,1.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.96,0,1.96,0,0,0,0,1.96,0,1.96,0,0,0,35.22,77.78,9.78,80,3.91,100,7.83,75,31.3,87.5,1.96,0,16.31,21.41,0,0,1.96,0,0,0,1.96,0,0,0,0,0,0,0,7.83,50,0,,0,,0,0,0,0,1.96,,,,,,,,0,0,0,0,0,0,Swedish First Division
S. Strand,Elfsborg,LB,27,650000,2021-12-31,12,972,0,0.22,1,1.33,Sweden,Sweden,right,175,71,no,13.24,9.44,65.69,1.3,57.14,0,0,0.74,7.04,8.11,1.67,3,0.28,1,0.09,3.15,0,0,0,0.02,0,0,7,0.65,28.57,0,0.09,2.31,60,2.31,60,0,0,0.46,2.31,64,4.91,54.72,0.19,1.57,35.19,82.37,11.57,68.8,5.56,95,13.06,85.11,27.13,89.76,6.02,55.38,20.16,37.32,0.12,0,0,0.46,20,0.74,4.54,57.14,3.52,52.63,1.48,18.75,0.74,1.39,7.69,69.88,0,,0,,0,0,0,0,0.46,,,,,,,,0,0,0,0,0,0,Swedish First Division
V. Elm,Kalmar,"CB, RCB, LCB",34,650000,2020-12-31,10,857,1,1.21,0,0.15,Sweden,Sweden,left,192,87,no,7.46,4.94,59.57,10.5,48,0,0,0.42,4.52,4.96,1.68,3,0.32,0,0,0.21,0.11,0,0,0.13,0,0,6,0.63,33.33,16.667,0,0,0,0,0,0,0,0,0.11,0,0.95,33.33,1.79,0.32,37.07,84.99,18.17,75.72,1.37,92.31,15.33,95.21,31.72,88.74,5.78,63.64,22.73,38.75,0.02,0,0,0,0,0,4.94,65.96,0.95,22.22,0.74,28.57,0.63,0,9.56,81.32,0,,0,,0,0,0,0,0.95,,,,,,,,0,0,0,0,1,100,Swedish First Division
H. Aiesh,IFK Göteborg,"RAMF, CF, RW",25,650000,2022-12-31,13,1068,3,3.82,1,3.4,Sweden,"Sweden, Palestine",right,180,72,no,5.06,6.4,59.21,2.19,19.23,0.17,0.23,0.08,1.1,1.48,2.44,3,0.25,0,0,9.19,0.25,1,0.08,0.32,0,0,22,1.85,27.27,13.636,0.08,5.14,34.43,0.76,22.22,4.3,37.25,0.59,10.37,60.98,23.51,42.65,2.95,4.8,33.37,71.21,6.66,64.56,8.85,90.48,11.21,72.18,26.97,79.06,1.85,63.64,18.2,30.25,0.29,0,0,1.1,53.85,0.76,2.11,52,4.13,51.02,0.93,36.36,1.35,1.52,4.63,92.73,0,,0,,0,0,0,0,0.34,,,,,,,,0.17,0,0,0.59,3,66.667,Swedish First Division
V. Wernersson,IFK Göteborg,LB,25,650000,2020-12-31,13,1043,0,0.41,0,0.65,Sweden,Sweden,left,180,70,no,10.01,7.08,73.17,1.55,55.56,0.26,0.34,0.09,4.57,6.07,0.69,1,0.09,0,0,2.16,0,0,0,0.04,0,0,7,0.6,14.29,0,0,3.11,27.78,3.02,25.71,0.09,100,0.86,1.98,52.17,4.31,50,1.21,0.86,46.25,81.34,14.5,73.81,9.66,95.54,13.98,85.19,40.21,88.84,3.19,37.84,17.84,23.54,0.06,0,0,0.43,40,0.17,4.66,64.81,2.16,36,0.26,33.33,0.35,0.78,8.28,70.83,0,,0,,0,0,0,0,0.69,,,,,,,,0,0,0,0.86,0,0,Swedish First Division
J. Toivio,Häcken,RCB,32,650000,2021-12-31,13,1251,1,1.63,0,0,Finland,Finland,right,186,87,no,8.2,4.53,65.08,3.45,72.92,0.07,0.09,0.72,5.18,6.26,0.36,1,0.07,0,0,0.5,0.07,1,0.07,0.12,0,0,12,0.86,41.67,8.333,0,0.07,0,0,0,0.07,0,0,0.22,33.33,0.58,50,0.65,0.79,50.22,89.97,22.73,82.59,1.94,85.19,21.29,97.3,40.94,95.96,9.28,63.57,22.36,39.72,0,0,0,0.07,100,0,5.68,68.35,0.29,50,0.22,0,0.29,0,9.5,74.24,0,,0,,0,0,0,0,1.44,,,,,,,,0.22,0.22,33.33,0,0,0,Swedish First Division
G. Ekpolo,Häcken,RB,25,650000,2021-12-31,12,1110,0,0.44,2,1.4,Nigeria,"Nigeria, Spain",right,180,73,no,13.38,10.3,62.99,1.95,54.17,0.49,0.59,0.41,6.41,7.77,1.62,0,0,0,0,2.84,0,0,0,0.04,0,0,7,0.57,42.86,0,0.16,2.35,37.93,0,0,2.35,37.93,0.08,2.59,62.5,5.92,45.21,1.38,2.27,47.19,81.1,15.32,66.14,11.92,97.28,12.49,83.77,41.68,86.58,3.32,39.02,17.97,33.76,0.11,0,0,0.16,50,0.57,4.38,62.96,2.19,37.04,0.24,33.33,0.81,0.81,7.86,63.92,0,,0,,0,0,0,0,0.65,,,,,,,,0,0,0,0,0,0,Swedish First Division
A. Andersson,Häcken,"LB, RB",23,650000,2020-12-31,11,583,1,1,0,0.64,Sweden,Sweden,right,178,68,no,6.95,7.56,63.27,2.16,35.71,0.15,0.2,0,2.01,2.6,0.77,0,0,0,0,4.32,0.15,1,0.15,0.15,0,0,10,1.54,60,10,0,2.32,53.33,1.23,50,1.08,57.14,0.31,3.24,47.62,6.33,36.59,2.01,4.17,42.3,81.02,15.59,72.28,6.64,93.02,13.74,85.39,35.04,88.11,5.4,45.71,21.79,35.5,0.1,0.15,0,0.62,100,0,8.49,67.27,2.32,46.67,1.08,57.14,0.62,1.08,10.03,76.92,0,,0,,0,0,0,0,0.62,,,,,,,,1.08,0.15,100,2.62,0,0,Swedish First Division
J. Larsson,Örebro,"RW, RAMF, LW",21,625000,2023-12-31,13,844,1,1.74,0,0.43,Sweden,Sweden,right,179,72,no,4.48,3.73,37.14,1.49,0,0.32,0.37,0,2.77,3.24,0.75,1,0.11,0,0,3.2,0.11,1,0.11,0.19,0,0,12,1.28,25,8.333,0,1.28,25,0.11,0,1.07,30,0.21,5.01,51.06,10.02,38.3,2.67,2.88,19.41,74.73,6.08,63.16,4.05,92.11,4.91,63.04,16.95,80.5,1.28,41.67,15.99,20.36,0.05,0,0,0.43,0,0.21,1.81,52.94,2.24,42.86,0.43,0,0.53,0.43,3.09,72.41,0,,0,,0,0,0,0,0.11,,,,,,,,0,0,0,0,1,0,Swedish First Division
G. Molins,Malmö FF,"CF, AMF",31,600000,2021-12-31,10,428,1,1.49,1,1.2,Uruguay,"Uruguay, Sweden",right,184,83,no,5.89,5.05,50,3.15,40,0.42,0.57,0.21,2.94,4,2.1,0,0,0,0,2.94,0.21,1,0.21,0.31,0,0,15,3.15,33.33,6.667,0.21,1.89,11.11,1.26,16.67,0.63,0,0.42,4,36.84,17.03,18.52,5.26,0.84,18.93,71.11,2.52,58.33,4.63,90.91,5.89,60.71,16.4,78.21,0.63,66.67,16,11.07,0.25,0,0,0.84,25,0.63,1.47,71.43,2.52,33.33,1.47,42.86,1.47,0.21,1.89,77.78,0,,0,,0,0,0,0,0,,,,,,,,0.21,0.21,0,0,0,0,Swedish First Division
E. Kahl,AIK,"LWB, LB",18,600000,2022-11-30,10,778,0,0.36,0,0.27,Sweden,Sweden,left,178,69,no,12.38,10.64,55.43,6.36,41.82,1.04,1.65,0.23,5.44,8.6,2.43,3,0.35,0,0,3.82,0,0,0,0.04,0,0,8,0.93,25,0,0,3.7,34.38,3.7,34.38,0,0,0.23,4.16,47.22,6.13,49.06,0.69,1.97,32.74,75.97,12.26,62.26,8.79,97.37,7.63,69.7,26.03,84,3.47,53.33,20.2,28.1,0.03,0.12,0,0.46,75,0.23,4.51,64.1,3.59,51.61,0.46,25,0.81,1.5,7.29,76.19,0,,0,,0,0,0,0,0.12,,,,,,,,0,0,0,0,0,0,Swedish First Division
J. Björkengren,Falkenberg,"LCMF, DMF",21,600000,2020-12-31,12,1134,1,0.66,3,1.41,Sweden,Sweden,left,180,78,no,8.49,6.43,48.15,5,60.32,0.63,0.71,0.32,4.76,5.31,1.11,2,0.16,0,0,2.38,0.08,1,0.08,0.05,0,0,12,0.95,41.67,8.333,0.24,1.03,46.15,0.63,37.5,0.32,75,0.32,1.75,72.73,6.11,45.45,0.87,1.11,35,79.59,12.62,64.78,5.08,98.44,13.81,86.78,29.68,86.36,4.44,41.07,21.46,40.73,0.11,0.08,0,0.4,60,0.56,6.98,59.09,1.59,30,0.63,25,0.32,0.56,6.98,76.14,0,,0,,0,0,0,0,0.48,,,,,,,,0.63,0,0,0.4,0,0,Swedish First Division
G. Ludwigson,Hammarby,CF,26,600000,2022-12-31,13,833,4,3.44,3,2.35,Sweden,Sweden,right,182,75,no,4.43,4.65,62.79,6.16,49.12,0.11,0.15,0,1.4,1.9,1.4,0,0,0,0,3.57,0.43,4,0.43,0.37,1,0.11,15,1.62,53.33,26.667,0.32,1.51,28.57,1.08,30,0.43,25,0.32,4.32,45,9.62,33.71,5.08,1.3,18.04,73.65,2.81,53.85,5.29,91.84,5.73,69.81,16.31,78.15,0.32,33.33,16.14,6.92,0.25,0,0,0.65,50,0.76,1.73,50,1.73,56.25,0.43,25,1.73,0.43,1.84,58.82,0,,0,,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,Swedish First Division
E. Berg,Djurgården,"LCB, RCB",31,550000,2023-06-30,11,986,2,1.27,0,0.03,Sweden,Sweden,right,192,84,no,10.04,5.57,73.77,5.93,60,0.55,0.73,0.82,5.39,7.2,0.73,4,0.37,0,0,0.82,0.18,2,0.18,0.12,1,0.09,8,0.73,50,25,0,0.37,25,0.09,0,0.18,50,0.09,0.27,66.67,1.37,60,0.82,2.56,52.94,93.79,19.81,89.4,3.29,94.44,22.82,97.2,48.29,95.84,4.38,75,17.27,39.19,0,0,0,0.27,66.67,0,6.57,84.72,0.55,0,0.37,25,0.09,0.27,8.22,86.67,0,,0,,0,0,0,0,1.83,,,,,,,,0.09,0.09,0,0,0,0,Swedish First Division
K. Igboananike,Sirius,CF,31,550000,2021-12-31,3,103,0,0.32,0,0,Nigeria,Nigeria,right,175,70,no,0.87,4.37,20,4.37,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.28,0,0,2,1.75,0,0,0,0,0,0,0,0,0,0,0,0,4.37,20,2.62,0,11.36,69.23,2.62,33.33,3.5,100,1.75,0,11.36,69.23,0.87,0,13.1,15.28,0,0,0,1.75,0,0,1.75,0,0.87,0,1.75,0,0,0,0.87,0,0,,0,,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,Swedish First Division
A. Eriksson,Helsingborg,LB,30,550000,2020-12-31,13,1178,0,0.15,0,0.6,Sweden,Sweden,left,186,82,no,9.86,7.87,67.96,1.38,38.89,0.31,0.34,0.08,4.2,4.63,0.84,0,0,0,0,2.67,0,0,0,0.01,0,0,6,0.46,16.67,0,0,3.67,39.58,3.67,39.58,0,0,0.61,1.99,57.69,3.06,60,1.3,1.07,28.8,71.88,10.85,63.38,5.88,90.91,7.72,72.28,21.24,84.17,4.05,37.74,21.35,34.89,0.05,0.08,0,0.08,0,0.23,3.51,60.87,3.06,45,0.23,0,0.23,1.38,6.57,66.28,0,,0,,0,0,0,0,0.38,,,,,,,,0,0,0,0.15,0,0,Swedish First Division
Y. Sugita,Sirius,"RWF, AMF, RW",27,550000,2020-08-30,13,1176,5,5.18,0,1.23,Japan,Japan,right,164,65,yes,3.29,4.06,37.74,0.31,0,0.15,0.21,0.08,1.61,2.16,0.77,0,0,0,0,5.97,0.38,5,0.38,0.4,0,0,39,2.98,35.9,12.821,0,2.22,34.48,0.61,37.5,1.53,35,0.46,6.28,54.88,13.47,40.91,3.29,1.68,32.91,78.84,9.03,66.1,7.42,92.78,10.56,78.26,27.47,84.96,3.52,54.35,19.33,41.65,0.09,0.08,0.08,1.53,45,0.46,4.52,57.63,3.37,52.27,1.3,41.18,1.15,0.77,4.59,78.33,0,,0,,0,0,0,0,0.08,,,,,,,,0,0,0,0,0,0,Swedish First Division
F. Holst,Elfsborg,"LDMF, RDMF",25,550000,2021-06-30,11,891,1,0.94,0,0,Denmark,Denmark,right,177,70,no,11.11,10.1,63,2.32,56.52,0.51,0.56,0.51,4.24,4.74,2.12,1,0.1,0,0,1.01,0.1,1,0.1,0.09,1,0.1,8,0.81,12.5,12.5,0,0.61,66.67,0.4,75,0.2,50,0.2,1.01,50,3.33,48.48,0.61,0.81,37.88,85.33,10.71,66.04,7.58,97.33,14.14,92.14,33.13,90.55,4.44,45.45,20,40.4,0,0,0,0.3,0,0.1,5.45,61.11,0.91,66.67,0.51,20,0.2,0.4,5.56,70.91,0,,0,,0,0,0,0,1.21,,,,,,,,0,0,0,0,0,0,Swedish First Division
S. Nilsen,Elfsborg,"LDMF, DMF",28,550000,2023-11-30,8,616,1,0.1,1,0.3,Norway,Norway,right,184,78,no,10.52,6.14,61.9,3.94,77.78,0.73,0.83,0.58,5.99,6.83,1.61,2,0.29,0,0,1.17,0.15,1,0.15,0.01,1,0.15,2,0.29,50,50,0.15,0.29,100,0,0,0.29,100,0,1.31,44.44,3.36,39.13,0.58,0.88,53.47,84.97,19.58,71.64,6.43,100,19.43,95.49,47.34,89.51,6.14,50,19.06,42.01,0.04,0,0,0.58,25,0.29,7.31,60,1.31,55.56,1.17,37.5,1.02,0.15,7.89,74.07,0,,0,,0,0,0,0,1.02,,,,,,,,0,0,0,0,0,0,Swedish First Division
R. Gojani,Elfsborg,RDMF,27,550000,2020-12-31,12,787,0,0.17,0,0.37,Sweden,"Sweden, Kosovo",right,174,71,no,8.92,7.78,52.94,1.03,55.56,0.34,0.37,0.46,4.46,4.78,2.29,1,0.11,0,0,1.72,0,0,0,0.02,0,0,4,0.46,25,0,0,1.26,36.36,0,0,1.26,36.36,0,1.49,76.92,3.66,53.13,0.11,0.91,44.14,82.12,15.32,68.66,6.75,100,17.27,86.75,35.91,90.13,7.78,50,21.63,38.37,0.04,0,0,0.23,0,0,9.61,59.52,3.09,29.63,2.06,33.33,0.57,0.46,8.46,79.73,0,,0,,0,0,0,0,0.69,,,,,,,,0.11,0,0,0.11,0,0,Swedish First Division
